"v1","v2","v3","v4","v5","v6"
29,27,36,33,31,24
28,23,28,27,23,25
23,33,29,33,35,27
29,36,31,27,35,21
32,29,31,21,29,29
35,35,33,23,42,21
30,26,24,29,26,36
26,35,34,34,23,21
19,34,38,40,31,20
22,27,28,34,30,30
37,27,30,27,22,26
30,32,33,21,31,15
29,31,26,32,38,32
31,32,40,36,37,36
23,38,31,26,33,22
32,24,29,30,28,35
13,24,34,38,29,25
31,35,32,32,30,26
32,34,30,31,41,26
19,34,40,29,27,33
23,35,34,24,25,26
26,34,26,33,28,24
31,37,31,36,36,19
28,28,33,29,30,27
23,31,34,36,33,29
26,29,20,21,23,38
35,34,25,29,31,28
37,29,33,20,36,21
23,27,33,25,28,25
22,25,36,39,17,31
28,26,25,33,30,23
33,31,33,27,20,25
27,34,30,32,28,23
19,33,25,37,33,22
32,36,42,31,33,36
28,24,23,27,25,28
19,29,26,30,17,27
27,22,30,35,29,30
32,26,36,25,26,29
25,26,39,31,22,18
20,30,31,24,32,28
27,25,33,27,35,24
21,30,28,28,21,19
28,37,29,25,35,29
32,23,22,28,21,40
27,32,38,24,40,28
27,22,26,32,26,25
24,31,34,31,24,20
30,26,34,32,20,20
26,28,29,41,26,24
21,30,34,37,35,18
26,35,33,33,34,22
32,20,29,38,23,21
23,30,36,24,23,23
30,33,29,31,30,23
30,28,27,31,31,23
35,30,33,21,28,24
28,26,31,26,26,26
22,37,35,29,23,31
32,32,26,23,28,26
22,29,28,33,33,14
38,33,36,28,23,21
31,29,34,36,36,18
29,28,34,30,27,23
20,32,26,40,33,25
25,37,37,28,28,22
32,28,30,21,21,23
20,20,44,35,26,38
36,27,41,25,33,29
32,27,26,28,27,20
35,39,28,23,35,24
35,34,33,33,22,22
31,25,27,21,25,23
33,32,24,25,22,18
31,30,32,32,34,23
24,21,27,29,29,28
22,28,29,36,36,25
27,24,27,36,25,21
36,31,30,27,30,21
31,25,34,27,22,21
32,24,30,29,33,27
30,31,25,27,29,16
30,35,27,29,28,27
33,25,30,30,31,24
32,31,38,29,33,26
39,27,30,27,29,27
28,28,26,24,24,26
23,27,27,29,33,23
26,24,28,33,23,21
26,39,35,38,29,17
30,30,25,32,31,21
27,28,26,32,31,34
32,35,31,23,19,15
33,22,42,26,17,30
29,32,38,30,28,36
28,20,29,21,23,23
26,31,35,29,26,31
35,27,27,30,35,20
22,32,36,41,20,14
24,32,31,25,26,20
38,33,26,23,39,31
29,23,32,15,14,22
34,30,31,24,21,27
35,33,28,21,25,20
24,34,34,31,30,30
28,27,34,27,32,25
25,33,33,40,26,20
27,29,25,27,39,26
27,25,37,26,33,26
27,30,32,31,30,21
26,28,31,33,29,27
26,35,30,24,31,22
32,25,38,23,27,20
22,28,37,27,20,22
21,26,27,36,24,28
35,24,30,29,27,25
28,32,31,30,34,24
29,30,37,28,32,30
25,27,39,33,29,25
23,28,37,33,27,26
27,38,33,33,31,25
24,35,35,32,36,23
23,33,35,33,25,24
25,24,20,21,21,32
35,29,40,25,20,31
37,31,30,22,26,22
34,43,32,24,36,26
35,37,36,26,40,28
26,33,35,31,26,20
27,43,32,33,30,26
29,30,34,35,26,15
25,27,28,25,27,20
27,27,33,27,20,23
24,34,33,31,28,23
32,22,29,26,24,21
28,35,39,19,30,28
33,28,39,27,27,23
29,36,29,37,41,21
33,27,33,30,25,18
23,31,28,29,36,26
26,29,27,31,27,19
28,23,27,36,28,22
27,29,32,35,21,16
27,28,33,32,35,26
25,24,32,29,22,28
32,23,27,22,30,22
30,33,26,34,37,20
29,20,39,33,21,34
21,34,31,25,16,19
29,32,32,32,35,19
29,30,27,31,32,21
27,31,35,28,33,20
24,29,21,27,39,26
33,34,28,28,41,26
34,22,36,31,30,23
24,29,36,29,39,23
29,25,38,24,27,20
35,28,29,26,38,24
36,37,42,25,34,32
27,28,34,32,25,30
28,31,28,27,31,21
40,28,32,31,31,23
31,45,30,27,41,21
36,30,31,13,20,22
30,32,31,19,37,24
37,29,28,28,37,21
36,37,29,35,39,19
35,31,25,29,31,31
39,33,29,40,36,17
27,35,30,30,34,21
26,35,32,33,36,21
22,31,31,25,27,19
26,29,39,27,37,21
24,33,31,36,36,18
28,25,36,23,25,29
19,26,30,30,34,23
28,28,32,25,30,23
33,25,29,32,25,30
33,25,28,24,36,22
26,27,23,26,32,33
35,26,39,28,31,24
20,31,37,32,29,28
28,23,28,30,27,30
24,38,36,24,37,27
24,23,32,31,27,22
19,35,36,28,25,22
33,28,33,31,30,25
37,26,28,32,22,22
27,25,33,28,36,18
28,31,26,33,24,27
29,28,34,23,33,30
31,33,24,25,37,28
31,26,37,23,31,30
29,36,25,27,34,24
29,36,33,27,39,20
30,41,38,27,33,19
31,26,30,23,25,21
35,27,26,25,36,38
31,24,34,24,25,16
34,32,34,19,33,20
32,27,27,21,23,25
36,20,32,22,32,24
32,20,39,30,24,21
30,22,36,30,24,21
30,24,27,33,30,15
28,28,32,30,34,21
28,26,35,30,28,32
37,33,37,33,29,26
35,35,33,36,35,23
30,30,33,35,28,25
27,33,31,25,28,20
23,31,27,27,31,22
29,27,29,25,28,24
27,30,40,37,23,15
26,30,26,33,39,16
39,28,24,26,33,24
37,29,28,22,35,18
25,31,35,29,30,31
23,37,30,33,18,26
28,28,31,32,21,24
29,32,25,37,46,28
22,23,26,25,32,24
33,27,30,30,35,26
25,21,35,37,21,22
26,32,36,24,27,25
29,28,30,28,43,28
23,31,27,31,26,33
28,35,36,20,31,19
21,29,28,40,22,20
25,31,35,39,30,22
29,35,36,26,28,34
30,32,31,25,28,18
27,25,33,34,31,21
35,21,31,19,28,19
30,29,35,35,25,27
33,35,39,27,40,16
37,29,30,26,32,22
35,26,24,28,30,33
18,21,29,38,37,26
32,29,26,32,29,17
26,31,27,30,19,14
26,29,40,32,26,30
24,23,34,30,32,29
26,36,38,27,27,26
22,36,22,36,24,32
30,32,35,40,30,17
28,36,35,27,32,26
30,25,29,23,31,23
25,29,30,41,27,21
35,32,24,28,25,25
38,35,31,32,37,21
31,35,30,22,25,14
27,38,37,24,29,22
24,35,28,33,32,21
33,23,35,27,34,28
30,37,25,27,33,16
28,24,31,33,37,19
30,33,38,23,27,26
25,32,31,39,23,28
23,32,31,36,28,25
21,36,34,32,30,26
26,32,25,31,28,24
30,33,34,29,19,29
29,24,32,29,24,21
29,33,25,33,35,18
23,35,36,31,29,28
26,33,37,36,28,28
32,21,23,31,26,41
25,30,18,25,29,42
38,34,31,33,40,21
19,28,22,26,32,33
29,26,34,35,35,26
41,28,24,24,29,34
29,29,36,36,35,22
33,26,25,27,21,21
30,35,29,31,22,20
23,27,24,40,38,29
35,30,30,21,28,21
30,24,39,25,25,31
31,28,40,38,19,29
25,30,35,30,20,16
25,34,31,36,37,20
28,33,36,31,30,22
33,31,33,29,23,20
21,31,33,31,35,20
26,32,32,27,36,11
25,29,37,30,32,25
30,28,32,29,31,16
36,31,36,32,26,33
19,34,43,38,38,40
31,35,38,23,31,18
37,31,31,23,25,21
37,30,25,27,30,23
33,35,37,29,30,24
26,28,38,25,37,30
28,39,40,30,29,24
19,26,42,29,26,27
23,30,28,27,22,24
34,22,27,31,26,22
34,28,27,27,22,28
27,26,32,22,27,18
28,36,29,43,27,24
26,42,36,35,34,30
37,27,28,34,37,24
25,28,23,37,32,25
21,41,31,31,36,24
34,29,39,33,21,34
26,26,34,26,25,23
30,24,26,22,23,33
24,34,31,32,37,29
31,25,32,36,14,27
38,23,41,29,27,33
21,28,29,31,24,30
27,34,24,33,29,25
25,28,39,34,30,25
27,33,37,34,24,19
29,34,34,20,29,24
19,24,26,34,31,22
36,31,34,35,31,28
25,33,40,26,28,30
19,34,29,34,32,29
35,35,29,34,27,20
23,28,32,40,25,23
30,25,38,26,30,35
29,31,29,31,38,25
26,28,24,29,29,34
30,26,28,25,33,14
32,36,33,34,36,17
27,29,24,34,30,26
33,25,29,29,28,33
27,40,39,36,35,23
27,30,37,24,24,15
25,28,26,29,28,27
31,22,31,29,16,21
33,36,35,26,22,21
31,33,25,21,35,23
29,30,40,39,27,32
25,38,26,22,34,28
23,29,30,32,38,18
22,37,27,28,32,27
26,29,30,32,32,25
35,36,34,23,29,26
31,22,31,38,24,20
25,30,28,35,34,29
35,31,35,24,29,25
21,28,35,33,20,30
28,21,28,26,24,20
28,24,28,32,24,23
30,38,28,29,18,28
35,30,32,30,32,21
37,30,33,22,28,24
34,33,30,32,29,22
23,24,31,29,22,23
29,28,31,31,29,24
29,32,42,34,27,19
35,34,34,23,29,20
24,36,23,25,35,31
27,34,30,37,37,22
25,34,38,32,38,12
33,34,28,24,34,30
33,29,35,22,26,24
38,29,26,29,22,21
26,28,28,30,27,26
25,27,34,33,29,20
25,32,31,33,25,22
28,38,35,24,28,22
26,36,30,35,33,24
31,25,34,38,37,28
21,26,29,41,41,20
30,33,31,33,30,21
36,39,28,21,34,19
33,28,35,32,16,12
31,32,35,30,29,26
29,36,31,31,37,22
30,41,33,37,33,24
38,32,29,30,29,30
29,32,33,26,39,24
20,32,21,25,29,31
26,26,24,35,33,30
16,33,32,34,45,24
26,31,31,35,27,24
27,29,41,27,25,30
25,29,39,26,17,26
25,33,36,29,30,22
35,29,21,27,26,30
23,28,32,38,32,32
29,25,35,28,35,25
27,25,19,30,32,35
20,25,30,37,20,23
33,32,32,33,26,23
32,33,26,30,38,28
26,32,27,32,34,13
26,29,23,28,22,35
42,32,36,23,19,31
32,30,24,25,23,24
30,29,30,30,35,33
17,25,25,34,29,25
34,25,35,23,34,20
29,37,30,22,36,25
33,22,22,36,22,29
31,28,23,25,27,33
27,25,34,41,34,19
25,33,24,37,28,31
33,28,32,24,22,21
28,31,20,29,24,31
28,27,28,29,30,21
29,30,35,29,28,19
28,30,34,32,28,17
28,31,31,37,30,28
26,29,31,28,32,22
28,34,18,28,28,31
31,28,32,27,20,24
30,30,27,28,23,23
32,31,29,24,21,28
28,30,35,29,30,31
25,29,43,35,30,25
25,30,42,30,29,32
34,35,34,23,32,24
28,27,32,39,28,27
30,28,40,25,33,24
31,31,37,31,25,33
25,28,27,34,34,21
29,30,39,42,43,35
27,23,27,25,26,17
39,30,41,28,33,28
25,29,29,33,28,22
34,31,32,35,31,19
28,22,35,30,19,23
27,32,32,31,34,30
38,30,33,26,24,21
26,35,26,37,34,21
31,28,32,32,31,26
29,27,37,20,31,25
31,30,30,33,18,17
31,37,29,31,38,19
27,36,29,25,33,26
29,29,29,27,24,20
30,33,28,36,22,23
35,25,26,23,30,25
30,30,36,20,28,33
24,36,31,31,27,16
28,34,32,33,31,23
17,35,26,38,36,34
33,38,32,16,29,23
26,31,31,29,37,27
33,31,39,29,39,29
37,33,28,22,24,19
26,30,29,30,29,22
34,28,27,25,17,27
32,30,37,31,27,39
30,31,32,34,32,27
31,29,31,28,26,23
35,29,43,39,38,29
29,25,24,33,36,29
34,35,35,22,41,20
24,22,42,31,23,30
24,36,33,31,30,22
24,26,34,32,28,24
22,26,33,30,36,13
26,30,38,21,22,21
37,31,25,26,23,23
22,35,35,31,27,24
40,18,38,34,18,30
27,31,28,30,22,22
30,26,31,30,27,20
29,28,33,34,28,24
28,33,29,26,20,23
32,29,31,22,27,25
37,29,31,37,28,20
27,36,32,33,38,25
34,30,28,25,27,30
22,29,37,31,25,34
29,25,31,29,27,22
36,25,33,25,31,25
22,29,40,34,32,30
30,33,34,32,30,20
26,44,32,21,41,12
30,35,32,25,26,31
28,33,27,32,41,28
32,27,33,30,27,23
29,28,32,23,41,19
30,30,34,19,33,23
29,34,31,41,36,30
27,23,35,24,20,22
34,31,25,26,39,25
30,18,35,23,20,30
34,30,33,30,39,21
27,33,29,29,34,28
24,32,23,26,32,37
29,31,36,36,26,20
41,39,40,26,29,30
24,29,30,34,33,17
32,32,32,28,31,27
20,39,34,34,29,30
35,20,25,25,27,21
32,40,34,29,42,21
25,25,37,33,30,31
19,30,28,34,32,23
29,24,20,28,32,34
36,24,30,22,23,23
33,36,29,26,29,19
28,19,32,32,29,22
26,31,29,33,27,22
27,28,32,29,23,22
23,21,27,36,16,22
26,34,26,35,34,27
24,33,27,29,24,23
30,33,40,28,32,29
33,31,28,27,34,13
27,21,33,40,33,22
22,33,32,36,37,22
20,32,38,37,27,29
29,28,26,24,27,34
26,38,32,30,30,17
36,33,35,33,29,16
34,27,34,34,30,20
35,32,32,24,40,24
29,29,30,29,25,29
28,34,29,23,30,24
29,19,30,34,26,17
30,26,30,22,25,25
31,29,42,33,33,27
25,25,26,39,30,18
34,33,48,26,41,50
18,35,33,46,27,16
26,31,36,26,28,25
25,28,34,23,30,30
25,32,29,28,36,14
31,38,28,30,32,18
25,31,31,31,40,22
22,31,20,26,33,34
28,27,30,32,22,26
30,27,35,33,27,26
25,22,36,31,30,25
17,34,30,31,29,22
26,38,40,28,44,39
33,29,34,23,32,27
33,29,33,34,18,28
35,27,34,22,25,27
31,29,25,37,31,19
32,26,34,33,25,19
26,26,28,31,28,16
26,27,34,33,29,26
32,29,38,29,22,40
35,38,34,27,31,24
30,25,37,30,21,31
35,20,32,27,24,20
32,29,34,22,35,23
20,24,19,23,28,32
30,34,34,43,34,26
32,23,33,30,27,18
33,32,26,29,33,26
29,32,31,32,34,20
25,27,20,34,33,31
26,35,27,30,40,20
31,32,29,31,44,15
18,30,24,31,29,20
28,29,37,34,36,24
28,25,38,24,37,23
30,37,33,31,35,28
32,25,27,26,38,17
27,29,38,35,27,31
19,27,33,36,30,26
31,39,29,31,32,29
29,31,37,24,37,28
25,25,28,34,26,24
22,33,32,31,23,18
26,32,22,35,26,24
26,31,34,28,31,15
32,30,27,34,31,22
28,22,30,34,21,21
27,31,32,33,24,19
37,36,35,25,30,26
30,27,39,31,30,29
29,37,28,30,20,29
36,27,29,23,34,21
32,31,35,25,31,26
31,30,31,20,36,10
28,29,31,31,30,28
26,30,30,32,30,20
24,31,29,33,31,26
34,35,27,33,37,15
23,31,26,22,30,15
39,29,24,17,29,25
33,32,41,20,30,30
30,28,35,40,24,27
28,29,30,27,26,21
33,34,24,35,30,24
27,27,30,38,30,19
29,23,31,28,24,23
28,32,32,27,32,20
31,33,31,30,19,21
27,31,25,30,41,16
33,35,32,29,37,27
31,26,29,34,29,29
32,33,40,24,28,38
29,34,31,32,38,24
29,25,31,33,25,24
35,27,39,22,32,17
30,25,32,24,36,21
37,23,30,24,27,28
19,28,34,26,23,29
35,36,35,30,36,29
33,31,31,33,45,12
15,29,20,35,29,40
24,27,38,36,24,20
26,29,34,37,38,20
32,29,32,33,24,24
37,25,31,30,27,27
39,26,25,28,27,24
33,33,27,22,30,26
33,22,29,29,25,20
22,31,28,36,38,21
29,28,32,22,33,13
43,25,34,29,35,21
26,41,39,40,38,34
29,36,30,23,19,25
39,33,38,17,33,24
36,32,33,31,34,12
35,36,32,34,40,21
19,31,27,36,28,25
37,34,25,25,36,30
24,23,34,35,27,16
25,36,35,24,40,37
25,28,30,42,33,13
33,19,36,25,36,23
29,26,32,33,34,22
16,34,39,32,35,21
17,23,34,41,28,21
35,36,28,23,28,19
32,33,27,28,28,23
26,30,32,42,42,22
37,33,25,16,35,18
24,35,34,33,31,29
26,38,31,29,40,23
28,29,27,29,30,30
29,31,34,28,31,31
21,32,28,34,32,31
22,32,30,39,39,23
26,39,45,32,26,39
43,36,29,30,37,21
43,31,34,24,33,19
32,36,39,26,35,29
29,29,29,33,22,25
32,20,20,28,25,41
35,33,15,32,39,49
31,30,37,26,26,36
32,38,36,28,37,28
31,27,34,36,34,20
33,33,31,28,34,23
24,24,32,28,31,20
30,26,23,35,21,27
27,25,32,32,28,17
34,23,33,32,37,28
35,31,21,27,33,29
31,30,30,27,26,22
23,36,31,31,25,35
24,40,29,35,43,23
26,37,23,30,30,27
38,21,45,33,27,41
26,28,32,33,45,21
36,32,37,29,29,26
36,26,34,30,33,21
36,32,40,25,41,26
26,27,29,28,30,27
31,30,28,28,38,21
22,27,35,41,30,20
29,30,30,28,42,25
24,27,31,36,29,21
27,35,34,19,37,33
22,37,40,24,31,23
33,27,34,21,30,29
29,36,25,29,34,27
24,32,34,40,27,24
23,20,35,30,26,31
27,30,35,26,32,22
29,36,39,24,25,25
32,33,31,24,26,23
30,29,36,24,20,20
27,32,33,31,36,27
27,28,27,28,29,20
35,25,28,31,25,21
19,35,30,33,28,25
24,37,41,35,37,27
24,36,29,33,43,25
19,31,27,38,42,24
29,31,30,21,37,27
29,30,33,28,32,27
30,28,37,31,30,19
24,27,31,29,26,23
36,41,37,24,38,26
21,28,23,30,22,28
32,26,39,25,31,26
28,31,35,30,35,31
24,37,29,28,33,33
27,28,31,38,35,21
30,28,41,29,29,28
31,31,28,29,27,17
28,27,38,35,31,24
26,25,28,39,33,27
27,34,28,32,19,18
28,27,39,33,28,24
26,23,23,34,24,22
35,30,24,32,23,29
29,23,30,30,30,22
22,43,31,31,37,17
24,29,25,37,22,25
29,28,31,27,31,22
32,20,30,36,34,30
32,30,32,20,40,27
31,27,32,30,25,22
26,34,26,33,23,28
35,38,30,19,29,21
30,33,19,21,27,31
27,36,29,32,36,21
27,32,27,25,26,29
27,36,30,29,33,23
28,28,36,39,38,26
29,29,32,33,38,12
31,35,26,23,32,32
34,36,37,19,29,21
35,22,28,28,33,22
20,36,30,35,33,22
34,21,25,28,23,25
20,30,21,33,32,28
31,31,28,32,29,23
31,30,26,30,38,17
27,33,35,32,26,21
29,29,22,24,26,22
32,32,31,28,25,23
31,24,43,30,31,31
26,21,35,30,29,21
32,31,31,28,37,32
39,33,35,24,28,30
32,28,29,24,34,28
27,25,31,23,31,21
32,27,38,30,36,24
29,29,31,29,34,22
29,25,26,35,24,28
24,32,26,32,30,20
23,24,25,32,23,25
32,36,34,23,35,23
21,34,32,30,32,23
30,31,30,22,25,30
27,32,36,28,39,32
33,32,26,19,32,24
25,40,28,37,26,18
30,36,28,32,28,29
28,29,36,30,36,20
27,23,29,29,21,30
28,34,31,27,38,26
24,35,26,34,29,23
25,34,37,42,29,23
29,25,38,35,27,19
34,30,36,25,30,20
24,40,30,36,39,22
36,32,33,37,32,31
35,27,25,35,29,36
30,29,32,33,38,13
33,36,26,29,32,24
24,29,28,33,30,27
30,30,30,28,36,24
28,38,31,31,35,31
30,32,35,34,28,21
33,32,38,37,30,27
29,28,24,29,30,30
26,21,34,31,40,12
22,39,35,37,38,19
34,30,38,22,38,29
27,37,17,30,23,35
29,29,32,34,28,32
23,28,37,29,23,20
26,29,27,31,25,29
33,31,29,33,23,17
35,34,27,27,32,30
33,29,37,26,31,22
31,29,32,26,30,18
19,31,27,35,24,34
35,28,31,37,36,16
34,27,29,27,26,23
22,28,35,30,20,19
27,37,21,26,30,29
28,26,32,33,25,18
35,26,29,21,23,29
31,24,39,28,30,31
24,27,31,26,32,28
31,30,42,33,27,30
30,37,25,33,40,17
21,37,26,35,32,21
30,24,28,26,19,16
27,29,36,31,30,20
25,37,34,25,39,22
30,29,42,30,25,31
37,23,38,28,29,23
31,36,32,34,33,23
36,32,28,23,26,31
37,29,25,20,34,33
22,36,16,35,38,48
31,33,37,26,23,23
34,28,33,32,33,20
25,26,38,27,23,22
33,31,29,35,31,24
23,35,25,30,25,24
33,24,33,34,28,26
31,37,31,30,32,21
30,39,42,27,29,28
24,22,32,31,23,31
36,31,35,21,24,19
37,33,25,35,30,34
30,32,26,36,21,19
24,27,25,30,35,23
29,31,34,37,27,26
36,27,29,32,35,22
25,30,27,35,28,28
22,28,24,32,31,25
26,31,30,33,40,21
30,28,28,28,23,23
31,29,36,29,37,23
24,40,35,26,24,30
21,29,32,41,24,24
35,36,27,29,32,26
25,34,32,27,33,22
32,26,33,29,28,34
33,32,28,28,30,18
33,34,34,31,37,18
31,40,28,27,36,23
26,32,37,32,28,33
23,34,35,36,34,26
26,28,27,30,32,26
30,24,38,29,31,30
30,20,23,27,25,32
23,30,25,32,28,23
35,33,35,22,28,32
21,28,29,32,31,21
20,30,38,31,27,31
25,29,29,23,36,27
34,32,35,20,33,29
25,31,36,41,24,22
29,26,31,34,30,22
30,34,39,24,28,35
21,28,36,33,24,21
30,29,27,25,19,21
27,27,30,33,35,18
29,33,30,34,21,22
30,32,29,18,30,33
25,29,29,32,34,25
30,34,36,31,21,28
31,30,34,25,36,15
33,31,32,34,25,18
31,32,33,17,29,21
26,22,30,35,23,30
