"v1","v2","v3","v4","v5","v6"
22,29,32,29,35,19
35,28,39,30,27,34
34,24,33,26,24,20
33,27,30,30,38,20
36,21,39,39,33,28
21,31,38,31,36,29
24,32,33,22,34,23
29,30,29,20,34,22
33,29,32,41,31,26
27,29,31,31,31,24
37,33,25,37,28,44
26,29,31,27,30,30
29,31,29,29,31,32
30,29,27,28,22,21
34,30,31,22,24,20
36,28,32,39,29,23
27,33,33,25,27,33
28,30,24,33,31,17
25,34,25,26,21,20
22,30,32,29,29,14
39,25,26,26,15,30
28,28,22,31,32,49
30,21,27,33,26,28
33,35,32,37,36,22
32,31,29,28,33,19
37,29,37,38,29,33
26,25,31,20,26,19
35,27,37,37,30,23
25,26,36,27,24,20
17,33,32,18,42,23
27,29,37,23,28,19
32,25,32,31,23,31
33,33,32,29,20,26
21,20,24,16,36,21
30,29,38,32,26,33
26,30,20,37,41,37
34,31,27,24,38,22
15,30,31,20,29,23
25,36,34,33,23,27
31,36,29,39,37,22
26,31,25,35,32,30
25,20,29,29,18,21
25,30,36,30,28,28
24,33,35,26,34,14
23,25,30,23,31,21
36,25,33,34,29,22
30,35,36,31,31,19
31,27,32,28,27,22
32,34,31,33,36,26
27,31,28,37,25,20
22,26,38,36,31,30
30,35,23,34,34,39
26,34,28,30,32,19
34,29,25,25,27,25
35,22,31,35,21,31
32,22,30,36,23,26
29,26,32,29,30,37
33,35,35,35,30,29
29,33,23,36,30,16
27,38,23,33,29,34
20,31,24,24,35,22
27,30,22,41,31,24
22,26,30,33,21,24
27,22,31,29,30,23
32,43,31,39,29,23
38,39,36,25,37,29
34,29,37,20,22,28
29,32,41,31,27,35
35,32,23,32,38,23
28,28,25,35,30,33
26,32,41,35,33,47
21,41,32,26,26,27
26,26,36,30,23,25
29,25,38,32,31,35
21,18,33,28,31,26
29,31,36,30,34,24
43,23,34,37,33,12
29,35,25,22,27,29
40,29,22,30,24,37
21,24,31,31,33,24
23,35,31,30,39,20
24,29,31,29,43,25
31,30,35,35,23,27
32,28,31,30,32,31
28,26,33,27,34,21
36,30,29,35,36,31
32,32,25,32,25,34
31,25,27,30,30,30
35,33,34,29,19,18
22,35,33,21,36,25
34,34,27,35,29,18
31,36,23,40,35,28
35,37,34,33,33,29
23,34,31,23,37,28
23,25,40,27,23,25
43,31,30,29,29,27
34,19,29,31,30,28
21,30,34,21,22,27
30,22,38,24,23,19
27,36,31,25,30,32
28,23,30,30,24,21
30,27,32,30,29,25
21,33,44,32,28,50
25,35,34,29,40,34
31,29,34,30,30,27
25,35,27,32,33,18
26,34,29,26,20,23
30,25,33,36,32,20
24,36,28,21,36,18
32,34,28,35,32,29
24,38,36,27,37,20
34,22,27,32,28,28
31,28,35,30,29,21
25,18,27,28,26,32
24,29,27,29,22,28
25,31,33,21,36,19
26,24,26,24,14,28
26,27,38,25,34,31
30,35,30,30,27,18
25,30,33,23,30,31
35,34,28,28,30,19
27,30,24,32,26,29
19,19,33,15,22,23
36,25,30,35,31,20
29,22,27,29,23,25
32,33,35,34,23,29
25,22,39,37,33,35
36,38,29,31,35,26
25,37,34,28,21,29
20,33,28,29,22,19
42,21,30,39,31,30
26,34,22,21,26,28
35,25,24,26,30,31
38,19,25,31,35,24
30,35,20,27,38,36
34,42,33,24,44,16
33,29,27,36,28,24
28,23,33,35,30,18
33,29,23,35,35,39
26,31,27,19,29,29
35,32,24,26,36,28
35,29,28,30,23,25
27,29,36,28,34,32
29,23,28,34,30,27
35,31,30,31,21,21
24,26,27,22,31,18
24,28,23,31,23,37
28,37,27,26,29,27
32,31,35,28,27,24
28,23,24,31,31,25
32,35,33,24,23,35
24,25,40,14,30,23
28,25,34,33,29,22
29,32,33,26,31,29
32,31,32,27,32,29
28,31,27,29,26,26
21,25,30,33,30,24
25,22,39,29,26,17
38,37,35,36,30,22
30,37,36,36,22,37
19,21,24,37,29,26
20,35,31,20,37,21
27,31,28,31,28,23
23,25,33,31,25,23
23,28,27,29,32,20
32,28,29,32,38,24
24,29,26,34,29,14
21,42,34,28,34,21
29,24,17,34,19,49
35,34,27,36,34,34
24,24,25,24,34,14
29,35,32,33,39,18
33,26,36,24,31,28
35,25,28,37,23,29
28,27,34,30,35,19
29,24,34,30,32,28
34,30,23,35,31,37
17,38,25,23,30,28
34,24,36,21,27,26
32,28,29,17,29,24
39,32,23,40,24,20
22,34,32,19,34,15
30,30,36,31,16,35
35,34,31,30,28,25
29,32,25,32,27,18
35,34,28,22,23,38
22,24,39,22,22,30
37,20,37,37,35,22
27,33,33,24,32,25
34,33,32,30,21,28
36,37,34,34,23,20
20,30,27,27,38,30
29,23,22,29,29,28
31,25,34,33,22,26
32,27,31,27,35,29
42,26,38,33,35,26
21,37,42,28,30,34
34,26,32,29,35,20
29,30,28,37,27,22
20,31,30,23,18,25
25,27,28,23,26,18
26,23,28,35,24,28
31,32,29,30,30,23
32,16,17,27,28,43
34,21,33,21,22,28
30,35,26,32,23,22
36,28,31,29,30,26
22,20,27,27,25,24
31,35,28,34,34,22
30,33,28,29,25,28
30,29,23,32,29,24
26,34,37,28,33,23
30,35,29,35,36,24
28,24,28,24,19,18
20,22,35,30,32,17
22,40,29,31,32,19
28,22,22,29,23,49
34,30,30,34,24,29
28,25,35,29,34,29
26,30,27,30,31,28
32,41,30,33,29,27
29,31,31,36,39,24
29,25,31,30,17,19
30,24,33,38,24,25
37,31,31,30,32,21
34,36,25,31,35,25
20,26,30,29,30,24
33,37,21,33,31,40
24,25,31,20,29,21
27,31,28,29,20,21
29,29,32,29,25,24
28,31,28,31,28,22
22,36,37,27,26,16
24,32,31,25,37,22
30,33,35,28,29,22
30,34,38,30,31,37
31,26,25,41,21,38
32,34,34,36,37,18
26,31,35,19,28,26
30,28,29,37,32,31
33,36,31,30,25,20
27,30,29,27,24,19
29,21,34,38,23,22
33,30,38,28,33,22
25,20,27,29,22,33
28,35,30,22,32,22
27,28,34,25,30,15
27,26,33,19,27,17
29,21,32,33,22,28
25,28,40,25,27,25
25,33,28,37,37,26
27,24,28,31,30,20
33,29,32,35,21,16
36,21,33,28,29,23
24,29,30,25,17,21
31,29,37,33,31,25
26,27,32,30,23,17
32,24,22,35,25,21
34,27,30,34,32,20
26,27,30,34,31,22
25,30,24,20,27,27
33,33,35,28,29,26
25,22,25,29,19,30
25,34,28,33,28,27
31,31,25,30,35,34
23,27,29,28,36,29
35,23,27,32,38,21
26,33,32,33,23,28
34,28,31,39,38,25
22,24,42,31,22,32
27,27,24,34,25,31
43,32,32,29,37,20
22,29,24,20,21,34
28,29,22,30,30,25
23,20,30,21,22,17
28,29,29,40,22,18
17,29,26,21,28,34
34,40,34,35,39,27
23,29,24,25,37,30
27,25,35,25,23,20
31,25,40,29,27,31
31,25,28,32,29,21
30,26,32,32,36,26
36,32,35,26,33,27
37,26,27,39,39,22
30,28,26,30,22,19
34,39,33,26,30,23
26,28,30,28,25,19
26,31,33,35,32,25
25,21,31,30,24,30
40,20,29,27,25,25
37,26,30,31,33,18
29,34,30,31,31,31
25,35,25,24,22,36
23,31,33,23,33,21
28,27,43,34,21,46
25,38,35,28,28,24
19,42,34,26,30,28
37,25,27,39,39,23
23,33,34,23,33,23
25,22,33,30,35,21
29,31,29,33,33,17
26,30,25,20,28,23
28,25,28,29,26,35
31,23,29,34,27,28
29,36,32,18,36,23
29,39,27,31,36,16
28,20,31,33,34,25
19,30,27,29,39,32
29,33,33,27,28,25
35,21,26,38,32,34
28,37,35,25,21,17
29,31,32,27,30,23
33,20,37,31,28,31
30,32,34,26,35,20
28,28,32,30,24,20
29,28,36,33,32,32
25,32,27,26,34,18
27,31,30,39,27,27
27,37,28,24,33,26
31,34,25,27,36,31
29,28,30,30,24,24
33,19,30,28,33,24
29,27,40,31,23,30
34,22,37,38,34,32
33,30,28,26,24,21
34,35,29,43,23,14
29,31,30,31,23,23
25,24,22,27,29,32
19,27,31,25,28,24
29,37,35,35,30,19
30,26,33,37,29,30
39,27,39,32,21,25
31,27,33,26,26,19
25,31,23,34,32,37
32,29,27,35,36,29
23,35,34,33,29,25
21,24,29,34,28,25
29,25,35,32,29,24
22,30,32,33,30,27
31,28,28,29,39,31
33,21,34,31,28,31
27,28,31,30,26,23
22,32,28,23,20,29
29,32,33,26,30,25
23,33,25,39,23,30
23,23,27,28,25,27
32,34,33,28,33,34
33,34,38,31,29,32
30,27,34,27,25,11
26,32,30,26,30,12
33,34,35,23,31,22
28,25,30,31,31,24
30,36,31,35,29,25
35,31,31,39,26,22
29,30,32,34,29,18
32,28,26,38,35,16
26,32,37,25,35,29
33,29,35,32,30,35
36,32,37,30,28,40
26,35,26,30,25,20
34,28,36,41,29,18
21,34,33,16,35,18
32,29,31,40,29,33
35,34,28,34,31,21
24,27,37,18,34,21
32,32,30,32,25,25
29,33,30,24,25,22
28,27,34,23,32,24
35,37,24,25,33,33
34,25,35,36,31,22
34,31,33,31,28,16
27,25,28,24,28,23
21,33,34,29,34,24
37,23,31,29,32,18
35,31,28,39,29,28
29,28,39,27,27,21
37,27,35,38,31,18
19,33,30,28,33,17
23,28,35,34,19,33
34,33,30,43,26,29
29,30,26,31,33,29
31,37,29,24,32,24
33,25,35,34,35,27
29,34,26,21,37,36
40,32,31,39,36,25
31,27,32,39,28,25
21,33,26,35,29,24
33,23,27,34,34,29
36,30,30,33,35,19
28,25,30,28,25,18
24,32,35,21,25,30
30,27,24,27,25,25
31,24,34,30,25,29
36,23,30,36,28,34
41,28,22,41,20,28
23,27,29,23,31,29
30,34,27,35,23,13
33,24,27,26,28,23
30,27,33,34,23,21
31,44,32,35,37,28
32,22,38,29,31,36
26,33,33,29,36,31
33,32,26,31,23,39
28,24,33,29,27,29
34,33,33,23,26,30
23,37,25,23,29,29
22,31,31,24,23,24
34,18,29,35,31,27
34,32,42,27,32,28
33,27,30,41,25,18
27,28,30,25,37,15
30,31,31,31,23,30
19,37,25,32,31,24
27,32,38,33,38,28
29,29,34,28,29,24
27,27,25,29,28,28
25,35,26,32,30,27
27,22,29,21,23,25
31,33,41,31,34,37
27,34,36,30,27,32
21,36,35,40,33,25
37,34,29,24,24,18
25,31,25,29,39,24
32,27,34,30,28,22
26,26,31,36,27,29
18,33,29,22,34,19
21,27,32,27,45,19
25,33,33,32,28,22
23,31,31,32,32,23
29,30,36,20,29,26
24,34,38,29,32,29
31,32,28,39,21,20
37,30,31,29,32,35
30,31,27,28,35,26
24,29,32,28,28,30
37,32,26,32,32,29
34,24,26,22,24,10
26,20,33,36,31,15
16,35,38,25,35,25
26,21,32,38,31,17
39,31,32,34,27,26
29,28,34,27,32,26
26,27,29,29,26,18
33,28,31,29,14,26
32,33,34,33,29,20
25,29,29,24,31,27
38,30,29,32,15,32
25,36,33,32,39,25
30,31,31,25,31,20
24,26,35,33,29,28
24,25,29,23,17,15
36,19,31,28,23,27
27,24,32,25,28,22
31,30,37,36,38,22
20,30,33,24,26,28
36,25,35,33,22,20
23,19,35,21,23,31
33,25,30,29,28,20
30,28,30,33,31,25
27,25,31,37,32,18
25,29,31,35,30,30
36,30,29,43,27,24
29,28,34,29,33,40
28,26,29,30,32,21
34,32,27,36,28,24
29,20,35,23,20,25
39,37,31,28,39,26
31,34,24,28,24,35
31,27,31,27,26,27
28,32,32,28,29,24
31,29,28,25,29,22
34,27,26,22,23,31
29,37,23,26,36,17
30,32,33,25,26,20
24,33,32,35,21,35
26,32,35,23,31,28
23,27,38,34,34,25
23,25,34,24,31,21
39,30,28,36,30,36
31,27,29,30,20,31
33,25,36,31,27,29
35,29,37,33,22,19
25,23,31,30,22,26
27,31,25,22,29,20
30,32,30,33,28,22
29,31,30,30,24,21
27,20,38,37,34,40
31,34,36,29,36,26
31,29,34,31,20,21
37,25,34,32,36,20
29,31,31,29,26,20
26,24,34,31,34,16
33,26,33,30,28,24
33,32,29,31,31,30
33,28,34,31,25,35
27,30,31,29,26,27
29,28,34,29,25,26
29,23,24,21,27,26
33,36,32,28,20,28
26,37,38,21,33,34
35,34,34,34,26,20
20,28,28,16,32,28
24,36,24,19,28,39
25,27,34,30,31,24
23,37,36,35,39,18
22,33,33,34,21,26
23,27,38,31,29,21
25,26,30,23,28,31
24,31,28,27,25,26
29,20,29,31,20,21
32,43,41,33,32,27
37,30,27,29,34,36
33,27,35,27,26,21
38,23,32,21,15,31
39,31,33,32,25,24
30,30,29,34,32,15
38,26,28,31,27,23
29,28,25,27,31,29
26,32,27,33,34,29
36,36,32,35,32,24
29,30,31,28,27,19
27,38,32,29,35,25
21,24,37,24,25,18
31,25,26,32,31,24
28,27,28,34,34,17
28,37,31,24,34,36
23,26,39,29,30,24
35,36,37,30,39,30
16,32,31,23,31,16
27,30,25,27,30,24
27,25,27,23,22,19
29,32,36,36,27,30
24,35,37,32,30,27
23,29,25,31,23,25
19,22,22,29,23,41
28,23,34,33,31,35
31,28,34,31,27,18
38,35,28,27,24,26
40,24,37,34,32,22
29,26,33,26,24,17
27,31,29,27,25,26
26,26,26,27,31,32
35,29,34,31,26,23
32,24,24,29,27,32
21,32,28,14,37,29
20,29,36,20,29,25
36,29,18,27,28,28
23,27,24,20,29,18
27,27,31,23,26,24
16,36,28,25,24,26
37,30,38,32,38,31
29,32,16,26,25,16
28,30,24,28,32,16
33,30,29,35,34,21
26,32,30,24,28,34
29,25,32,27,30,23
31,28,36,29,28,16
29,22,26,36,21,25
41,21,25,46,33,38
28,36,32,39,35,21
44,32,30,32,17,26
32,31,37,31,26,24
30,33,27,28,33,25
21,31,34,27,29,31
47,27,30,34,27,22
37,22,27,27,27,22
26,23,35,38,20,21
33,33,33,27,40,30
44,33,28,34,23,20
26,19,31,27,23,20
33,38,34,42,34,25
15,36,31,16,20,16
31,33,33,37,24,24
31,35,29,32,20,20
38,40,31,34,24,14
20,26,21,16,32,31
26,32,29,19,33,26
34,22,24,29,23,25
29,21,33,27,34,18
26,34,31,28,25,30
29,38,28,27,42,25
27,25,34,34,29,19
35,25,30,36,16,22
32,38,34,24,29,22
27,28,33,27,34,20
24,25,35,31,20,20
28,33,35,25,38,24
33,25,36,28,28,33
28,29,28,33,27,26
24,36,29,24,33,17
28,35,33,31,38,29
34,28,27,38,22,31
29,31,27,29,21,18
27,25,33,24,21,13
38,30,21,32,38,30
40,35,28,27,37,29
27,21,29,35,22,24
17,26,35,24,33,28
33,31,32,35,31,23
39,30,25,30,27,21
31,30,37,26,30,36
33,34,29,43,30,19
28,32,35,30,32,27
30,24,30,30,15,32
22,36,28,22,35,24
21,31,28,30,24,18
27,27,26,30,29,23
29,31,29,34,22,25
25,25,37,31,26,28
30,30,36,33,31,27
31,26,35,23,28,19
36,28,31,23,32,13
24,31,31,33,26,27
32,19,32,47,20,17
31,21,37,31,36,24
33,31,24,30,33,27
41,21,36,35,23,25
21,28,33,28,28,22
40,30,28,37,28,31
26,27,37,31,30,26
28,22,31,29,22,20
27,23,37,34,25,27
33,23,24,32,40,19
34,30,26,23,22,30
31,43,45,28,26,50
23,26,30,16,30,32
24,31,31,26,29,19
25,35,32,30,37,18
30,34,25,27,36,31
31,24,31,32,30,16
27,30,34,31,35,14
27,18,27,19,34,37
27,26,32,35,25,29
30,28,34,26,18,28
33,32,30,27,36,18
26,40,30,22,31,29
33,28,35,42,32,29
35,36,34,38,35,32
27,24,27,35,29,19
29,29,36,28,26,27
30,31,28,33,22,26
20,33,29,29,31,21
30,28,30,30,32,29
37,38,35,30,41,31
37,26,35,42,21,20
23,32,33,27,29,22
36,28,30,29,26,15
34,31,38,33,28,20
23,33,28,17,20,11
31,29,30,29,24,20
42,32,24,42,30,27
28,35,26,25,32,20
30,30,29,24,23,28
30,25,32,28,27,31
35,37,33,27,26,29
36,30,33,31,41,23
26,24,28,32,35,29
23,21,31,22,29,27
40,32,33,35,23,22
24,30,20,27,24,42
28,29,36,38,36,19
19,32,30,32,29,21
31,27,28,44,32,30
31,31,30,33,27,24
21,32,27,28,30,26
21,34,30,19,26,16
31,22,35,25,23,23
23,32,34,30,30,25
27,36,30,31,34,29
28,36,33,33,32,25
29,30,29,27,34,14
38,32,29,23,23,19
25,35,31,24,40,22
30,30,24,28,25,24
30,27,23,34,36,21
33,22,27,27,25,26
29,32,36,35,25,27
41,39,28,30,30,39
21,25,30,32,21,23
34,28,32,28,24,23
24,29,31,20,21,26
30,31,31,26,25,28
21,25,43,30,22,50
33,27,34,21,25,16
32,39,29,39,34,25
20,25,28,24,17,28
32,35,35,28,34,27
25,29,35,31,25,30
30,33,32,22,29,25
25,32,30,22,30,19
30,20,37,24,31,25
26,26,26,33,28,30
36,37,32,26,23,33
27,25,25,34,28,22
35,35,33,26,33,30
28,27,28,19,28,19
34,21,31,31,30,21
28,25,30,25,30,23
28,32,35,27,22,29
35,23,27,36,33,27
24,25,38,26,25,21
23,21,34,21,31,20
33,32,35,42,28,30
42,25,29,42,30,22
26,28,35,22,29,23
29,25,26,39,26,15
34,31,28,31,28,20
35,25,32,32,26,37
27,39,29,19,29,28
32,25,29,33,34,22
32,23,26,33,27,18
37,34,33,34,30,25
21,32,32,24,30,19
33,28,44,31,31,34
37,28,31,30,26,26
23,36,32,31,38,37
27,22,35,28,20,26
20,28,34,26,25,30
37,32,37,31,27,25
41,25,33,34,29,27
31,27,27,34,31,28
19,21,38,32,27,31
30,23,32,28,21,21
33,30,27,25,21,29
34,29,32,32,28,15
20,26,20,25,35,40
35,28,28,42,24,24
30,25,28,25,27,20
47,23,40,30,24,36
30,28,19,33,20,42
24,31,33,31,28,22
36,35,30,36,25,21
24,31,28,30,29,17
25,20,29,26,28,19
25,29,27,30,32,29
30,34,30,26,33,34
27,23,37,29,30,22
34,31,38,33,33,24
28,32,38,31,32,31
31,21,24,28,20,19
21,20,25,30,22,30
35,29,35,38,24,22
26,33,31,33,26,20
22,33,29,27,35,23
29,25,35,39,21,28
35,35,27,31,28,29
26,29,19,24,23,43
37,34,35,35,27,31
25,28,33,31,23,21
27,26,33,34,22,21
37,26,23,38,25,25
26,37,36,34,36,28
37,34,32,28,32,17
35,44,28,31,33,32
32,27,33,29,27,24
32,26,29,28,25,24
24,26,30,27,28,30
30,25,23,37,27,26
36,30,34,32,37,15
37,24,33,37,28,31
33,33,30,29,31,21
27,33,32,29,33,20
30,27,30,40,25,33
26,20,33,31,30,29
25,20,36,21,27,28
40,32,27,37,35,31
29,34,33,26,24,24
26,19,29,17,29,22
31,29,32,35,29,24
28,34,30,20,35,24
18,31,26,26,34,29
30,23,29,31,34,32
31,28,24,31,22,40
32,22,30,31,24,22
22,36,23,31,32,30
24,23,32,21,34,26
32,37,35,34,31,24
31,40,31,36,28,15
26,22,29,22,25,23
30,25,38,34,29,28
20,33,31,28,31,24
26,24,31,29,19,23
19,27,25,23,29,30
27,32,39,29,23,37
28,27,21,29,35,29
33,32,28,15,33,30
30,31,37,31,23,22
37,31,32,36,30,30
25,29,34,28,33,21
26,32,16,36,30,46
27,37,22,34,29,18
27,28,28,31,16,30
35,30,30,32,29,23
29,34,21,29,23,32
28,31,31,29,39,22
35,35,34,30,21,21
26,30,28,32,22,16
23,22,29,31,26,23
23,26,33,29,31,31
29,27,24,30,24,30
29,30,33,33,24,28
22,22,33,36,28,17
19,35,29,18,24,23
37,37,31,39,37,21
26,29,28,33,27,26
31,33,26,34,28,33
35,26,33,24,26,24
26,30,23,25,24,24
42,20,28,39,22,22
25,31,29,25,41,22
33,34,31,29,26,12
31,27,31,31,24,24
32,33,33,23,28,23
24,17,31,28,31,20
34,26,33,35,30,33
26,32,30,32,21,20
27,29,39,44,29,41
31,25,25,18,28,28
33,34,28,29,31,23
39,34,37,36,26,26
32,29,33,41,30,22
26,30,29,30,33,24
25,36,36,26,41,14
39,24,32,37,22,16
29,23,31,22,28,25
31,20,34,23,27,25
33,22,42,31,18,45
32,23,25,33,24,24
31,34,41,21,21,35
34,29,25,39,35,34
27,35,31,34,35,29
26,27,30,26,31,23
38,22,24,33,26,26
25,24,34,19,26,16
29,35,31,33,30,21
36,33,25,35,36,30
30,32,33,30,38,21
18,40,28,30,38,19
33,32,29,32,37,27
34,29,32,33,32,25
30,22,30,27,25,20
25,30,19,23,24,40
27,35,30,25,32,29
27,22,26,35,31,23
26,25,29,38,30,26
29,29,35,41,31,26
22,39,31,27,31,24
36,32,27,39,34,23
23,29,39,25,22,27
25,29,33,27,22,20
40,26,30,38,29,28
31,26,29,32,29,26
32,28,31,27,25,29
33,22,31,31,18,30
25,25,25,22,18,32
30,27,32,36,33,30
35,31,21,30,35,35
34,24,27,36,32,20
34,41,41,34,27,32
38,30,33,37,30,29
29,27,22,29,31,28
32,32,27,33,14,32
45,29,24,34,35,31
21,34,26,33,32,29
31,29,34,34,40,25
25,18,26,36,28,28
32,28,26,33,26,20
29,32,35,27,25,26
33,32,28,34,28,14
21,19,27,34,35,22
20,31,34,29,26,29
40,33,35,33,38,19
35,31,29,31,27,31
38,29,34,31,30,31
31,31,31,31,34,20
43,25,32,34,33,23
30,26,27,27,30,19
32,36,34,31,36,23
27,32,40,29,46,30
27,36,27,20,29,20
30,27,29,27,30,27
32,33,23,25,20,29
40,27,37,36,24,29
29,29,32,22,23,26
29,27,38,31,28,30
35,28,34,32,28,21
29,31,39,23,31,17
27,24,29,21,22,14
21,18,37,25,28,24
27,39,34,26,21,25
29,28,23,25,24,26
36,31,40,31,30,30
36,21,39,29,18,39
28,28,30,34,28,19
30,30,27,28,29,31
29,26,30,28,24,25
33,28,32,32,24,26
31,32,30,26,23,21
23,25,29,28,37,19
38,26,31,33,21,15
32,26,27,34,32,27
32,33,26,22,32,22
27,28,33,28,28,22
27,34,29,29,23,22
