"v1","v2","v3","v4","v5","v6"
30,41,32,23,36,19
30,28,30,22,37,24
27,43,35,25,31,32
28,28,26,30,32,23
23,36,29,39,33,21
34,27,34,35,30,22
28,34,35,23,32,26
32,36,28,33,30,20
37,32,26,29,14,27
27,26,24,26,33,30
29,35,33,31,39,22
26,40,32,33,39,24
30,32,36,27,32,29
36,27,36,36,31,20
20,28,32,35,27,31
29,33,26,29,33,27
30,29,36,33,35,26
30,24,35,29,36,29
27,32,35,31,33,20
34,32,30,27,31,27
24,29,30,35,32,24
26,36,26,26,29,22
28,25,41,36,19,24
28,31,27,29,38,19
29,28,38,23,43,15
29,31,26,32,25,20
38,24,40,44,24,34
24,28,32,29,38,20
32,28,29,35,24,20
26,32,30,19,32,21
33,28,28,34,30,22
27,32,29,21,22,12
33,27,22,26,25,29
37,27,29,41,40,25
28,24,26,39,21,28
24,23,36,25,23,15
31,28,33,40,31,23
39,20,31,45,14,29
34,32,40,35,42,24
27,29,30,27,37,28
36,32,31,33,24,21
32,36,36,39,31,19
35,32,25,27,23,20
29,26,24,26,22,25
32,26,31,33,29,25
39,31,22,32,25,35
22,37,26,26,28,24
23,35,29,36,30,26
36,34,29,30,29,25
25,30,36,24,42,31
35,29,31,28,23,19
38,26,33,34,30,18
35,24,35,37,34,23
31,33,34,32,25,27
26,30,34,19,29,26
33,31,22,37,32,31
28,24,27,26,22,29
22,25,29,24,19,30
38,33,30,37,31,33
33,32,24,35,37,24
37,24,29,26,22,20
27,31,24,28,28,19
20,31,25,23,30,28
35,28,34,35,23,19
35,36,32,39,31,21
32,29,27,34,35,18
35,26,36,27,22,18
36,30,27,31,32,21
32,33,26,27,38,17
27,27,34,38,33,23
27,28,28,37,29,30
28,35,28,25,31,19
36,31,35,27,30,28
32,27,37,31,27,24
31,29,30,26,27,25
32,36,36,34,32,24
29,25,34,25,27,28
27,30,25,32,31,22
27,36,17,21,39,27
27,24,29,32,24,28
22,28,32,12,35,22
36,24,29,40,31,18
28,28,32,34,31,29
28,35,29,27,15,28
32,33,22,34,23,26
29,29,37,35,30,25
27,26,32,32,26,28
35,36,31,30,31,22
40,29,29,35,34,18
34,22,34,36,31,20
29,30,35,33,33,23
29,22,30,29,30,30
33,27,29,27,34,22
29,34,35,24,36,25
40,24,27,33,24,21
33,23,34,33,25,23
24,24,32,25,30,21
30,21,24,28,23,34
32,37,26,31,31,17
19,31,28,19,34,21
37,31,17,29,31,44
39,29,35,32,32,25
36,29,35,39,24,22
23,29,28,26,36,27
33,39,24,28,31,22
30,38,28,27,39,21
30,24,32,23,34,24
29,28,36,25,22,18
29,24,44,34,17,40
40,34,31,35,38,13
29,31,23,24,26,21
29,26,30,23,21,26
28,27,35,35,22,20
27,31,31,30,33,20
30,24,34,31,30,28
20,31,32,18,36,23
28,22,37,22,36,16
31,36,28,36,25,23
38,20,30,18,28,21
28,28,36,39,25,23
29,35,28,32,34,13
30,30,24,33,45,24
32,34,35,32,24,24
25,18,33,25,27,20
22,28,32,30,29,21
39,27,34,38,29,20
32,25,40,24,27,32
23,32,31,34,22,25
26,31,29,25,29,22
37,29,34,30,28,20
36,26,36,27,29,23
26,32,37,33,27,27
31,27,28,27,25,19
33,27,36,30,37,20
34,32,22,30,30,27
26,30,27,32,30,23
28,29,38,37,22,23
32,26,30,28,18,19
28,27,29,26,30,24
27,31,32,28,33,28
30,31,25,37,29,26
32,28,33,34,39,19
30,22,33,26,26,25
29,30,21,39,29,23
33,29,34,29,28,15
32,35,27,24,35,18
32,30,36,34,33,30
39,25,33,30,35,21
34,24,30,22,25,37
24,25,33,28,25,25
35,37,36,41,29,21
37,29,41,32,21,27
31,38,35,34,34,23
28,25,22,23,26,31
28,35,28,30,38,22
28,41,33,33,37,21
33,28,34,33,33,17
27,36,14,35,32,48
36,37,39,27,37,23
40,32,22,36,23,37
26,31,32,37,25,24
33,29,34,34,30,18
40,21,33,30,30,24
30,24,30,27,23,23
41,25,35,43,22,24
38,27,36,27,35,20
32,22,35,31,29,17
28,26,30,27,32,15
35,26,30,33,32,21
32,25,22,33,25,23
19,33,37,28,22,21
30,28,29,35,30,18
34,36,35,28,35,18
25,30,38,25,30,22
35,23,38,30,36,22
30,31,29,26,35,24
30,26,31,37,34,24
41,22,42,37,28,33
32,29,32,26,32,21
37,29,35,45,24,22
31,23,24,20,25,24
28,31,34,26,29,26
27,36,38,33,38,28
33,33,24,34,22,27
30,28,32,30,23,27
35,37,27,33,23,27
30,28,33,30,30,16
29,29,36,33,30,31
31,38,34,30,31,37
36,31,28,34,27,23
34,33,27,23,43,22
30,30,36,32,39,30
29,30,33,27,23,19
37,26,32,40,31,29
36,28,34,24,22,23
34,26,30,40,27,22
31,31,38,26,30,24
33,32,18,35,24,39
28,32,34,25,29,27
25,35,39,31,34,28
28,21,34,29,26,23
22,37,31,28,41,19
32,31,32,34,31,34
37,26,29,27,35,31
33,35,32,26,23,13
36,23,26,38,32,21
31,38,32,31,18,20
39,28,37,32,32,33
29,30,16,19,29,47
29,34,37,32,36,24
33,32,34,35,29,26
30,33,33,27,36,27
24,35,36,29,39,33
33,31,36,34,27,20
28,34,27,36,23,25
36,34,30,33,32,27
42,30,32,30,35,30
28,20,34,30,25,20
32,22,30,28,29,23
32,34,33,34,39,27
34,34,28,29,28,15
24,27,40,19,33,24
32,29,24,39,32,32
37,26,29,37,29,28
29,35,36,31,28,27
34,25,32,40,21,25
22,31,35,31,27,22
39,38,35,28,34,20
29,25,29,23,27,29
24,25,35,28,37,26
24,28,34,34,20,20
24,31,31,29,36,27
36,29,35,32,30,25
34,32,32,34,32,27
41,34,36,31,31,32
28,30,33,26,30,15
31,25,33,29,29,18
32,32,34,38,30,33
22,26,37,34,26,32
26,32,25,33,29,34
35,33,34,31,21,17
32,27,32,34,27,20
32,35,26,38,21,27
33,30,39,23,30,31
37,33,33,23,36,22
34,23,32,40,32,29
22,35,28,31,27,25
29,31,32,31,27,25
24,24,36,36,37,25
27,33,31,37,29,29
32,24,28,46,31,18
35,28,28,36,33,29
35,39,38,43,22,29
34,29,33,36,29,29
30,28,21,26,29,24
26,30,25,27,27,14
39,23,37,36,22,31
35,36,38,32,29,19
38,31,26,35,28,22
24,32,32,36,32,23
26,27,25,36,15,25
25,31,32,26,30,21
21,26,34,43,31,21
31,36,31,36,31,21
30,33,35,30,31,21
28,32,29,21,26,26
29,28,35,33,38,26
31,34,37,34,29,20
40,33,25,44,41,27
17,24,29,23,25,26
24,35,26,26,30,20
36,31,29,33,25,32
32,29,32,28,40,24
30,28,26,35,31,21
35,26,35,33,33,27
25,31,40,21,28,31
28,23,31,40,26,32
32,34,27,29,28,26
35,27,33,38,32,22
31,30,27,24,31,19
39,29,34,34,29,22
30,30,30,23,43,14
36,22,22,33,26,32
33,40,30,25,35,25
25,33,24,33,38,17
35,26,31,29,21,17
34,20,32,36,36,14
34,20,36,37,29,20
25,32,31,32,30,22
38,20,32,32,21,21
27,25,28,27,38,22
31,27,31,31,20,21
38,35,23,29,35,23
34,30,41,34,29,26
34,32,31,26,38,25
20,26,29,25,32,19
26,33,28,32,27,23
27,27,32,36,36,20
36,37,27,33,32,26
24,34,34,20,37,20
30,34,31,28,22,18
37,30,25,31,21,23
23,30,31,33,30,26
27,32,34,25,26,28
26,27,33,27,43,23
27,33,34,35,25,23
29,33,36,25,36,16
31,32,35,28,28,21
32,23,36,27,28,16
26,32,33,40,28,24
34,29,27,35,31,24
30,29,30,28,44,16
31,30,28,27,34,21
21,29,29,26,24,21
29,35,37,26,22,24
31,26,34,34,24,21
27,18,25,27,34,25
32,26,28,25,26,14
24,35,30,19,33,20
32,26,40,32,28,29
29,30,34,42,37,17
25,33,32,29,29,23
31,29,28,34,26,22
27,31,27,29,25,22
40,22,31,30,29,21
33,32,31,33,31,23
29,30,34,24,35,24
26,25,34,31,25,14
37,32,26,29,36,20
31,33,30,35,30,14
28,21,23,31,26,25
25,30,29,34,41,25
24,40,23,34,30,31
34,31,38,27,23,22
31,31,29,31,24,18
35,32,34,33,24,14
38,38,32,40,27,20
30,30,40,23,32,30
32,26,31,33,33,20
26,36,25,35,32,21
31,31,26,26,31,16
32,27,32,38,27,25
28,26,31,47,31,28
33,29,29,26,27,24
28,29,29,30,25,27
33,25,35,25,38,19
32,29,32,41,35,21
21,30,37,22,26,23
39,25,36,27,24,21
25,32,28,23,27,19
29,36,29,31,36,20
29,34,35,33,31,25
33,24,31,41,29,20
33,38,29,38,32,28
31,24,23,31,24,40
34,34,29,38,34,25
30,32,29,33,17,25
27,40,27,36,37,18
19,32,25,23,31,25
34,32,39,39,31,25
37,33,42,32,30,27
34,24,27,29,26,32
27,29,34,27,37,21
21,32,38,26,25,33
33,25,35,29,18,24
28,34,35,31,24,21
34,23,25,37,17,21
27,18,28,29,22,21
30,30,33,33,36,23
27,30,25,32,32,22
37,31,29,35,28,21
29,36,32,28,22,15
27,32,37,35,28,29
23,29,35,40,38,30
39,28,39,32,24,20
35,30,27,33,34,22
34,20,33,31,28,22
38,31,32,31,33,26
27,33,31,34,35,18
32,27,32,35,29,22
24,29,25,32,23,26
23,24,31,31,31,11
31,30,42,36,38,40
26,39,34,30,42,27
34,35,35,38,36,23
26,30,25,33,27,28
28,31,32,34,35,19
33,36,28,35,29,21
25,25,36,33,35,26
29,31,32,36,35,21
38,21,30,40,31,22
27,27,34,23,17,23
33,33,35,32,30,29
29,27,31,36,31,21
34,27,33,35,27,22
30,35,31,21,35,20
24,19,32,23,24,29
33,24,22,42,22,19
29,27,34,30,27,21
27,29,33,37,34,22
30,27,28,30,13,24
28,40,32,35,36,22
36,31,29,29,27,17
39,36,37,28,29,22
30,29,28,28,36,29
30,37,35,33,28,24
30,30,31,29,26,27
31,30,25,27,31,23
32,32,29,33,17,28
31,32,21,26,16,20
29,37,29,32,34,23
30,22,30,33,27,22
24,26,28,36,36,24
36,36,30,35,24,19
31,34,30,28,36,20
37,25,36,31,31,20
35,32,25,30,31,22
29,38,29,29,37,24
27,29,24,41,36,26
27,27,46,26,27,38
23,31,32,31,25,16
33,28,37,44,29,29
25,34,33,37,31,23
27,21,34,22,24,25
32,36,32,30,35,25
29,24,35,38,31,22
28,28,23,36,30,29
36,38,23,30,38,33
38,30,29,40,29,20
28,34,30,40,35,25
26,31,31,38,28,21
28,24,26,28,26,21
24,34,32,24,30,20
30,28,33,36,25,22
26,27,31,15,21,27
31,25,28,36,20,20
28,24,30,33,31,11
29,25,34,32,28,24
20,38,33,25,43,23
34,31,42,28,29,36
26,34,28,24,22,30
27,31,27,30,26,23
24,29,30,29,35,20
34,30,29,36,31,25
36,32,33,28,30,18
32,29,19,28,36,38
25,36,29,25,29,21
20,38,32,19,42,31
23,28,35,37,37,20
37,29,40,33,31,29
33,32,26,38,40,24
27,32,29,26,23,20
28,26,29,31,23,20
34,26,36,32,25,14
34,28,39,31,41,13
29,27,38,35,25,22
29,32,31,34,35,27
34,26,33,31,18,14
24,36,30,29,38,20
26,33,32,21,36,21
36,32,37,32,30,24
35,24,35,27,30,19
29,29,41,29,37,37
27,31,36,30,34,35
26,37,31,29,27,28
36,25,27,29,34,20
44,27,36,44,30,17
31,28,38,29,28,37
22,36,37,36,33,18
20,36,28,25,22,20
28,43,39,24,38,25
33,28,34,35,33,24
29,33,20,27,27,33
27,29,43,32,35,22
26,34,30,35,32,25
35,32,31,32,30,25
36,25,28,35,27,16
29,30,26,29,31,17
29,29,33,32,32,23
36,34,26,34,30,23
39,30,37,28,30,31
26,32,30,27,29,24
29,37,24,39,38,23
33,35,32,39,26,24
34,27,25,35,28,18
32,27,31,27,35,21
25,34,39,23,35,27
34,24,24,41,21,21
25,32,26,38,38,32
30,39,30,27,42,24
33,26,23,35,19,24
33,31,31,27,36,14
28,24,33,35,29,23
17,27,27,29,25,33
35,28,27,28,29,19
28,28,32,34,30,18
38,36,26,30,31,22
26,25,36,27,28,17
28,38,32,34,27,22
27,27,35,28,31,18
43,37,22,38,30,18
32,28,31,38,26,23
31,31,37,33,24,32
31,27,29,23,21,24
43,28,32,46,24,26
33,26,28,30,37,23
39,31,34,37,26,17
31,28,28,30,27,16
27,25,31,28,30,23
30,33,19,40,34,28
24,30,28,34,33,20
30,32,22,34,22,30
23,29,28,34,27,27
26,32,24,26,37,16
29,41,30,35,28,20
30,36,39,26,33,24
26,35,34,33,40,22
25,31,27,16,31,32
35,35,33,31,31,15
34,32,42,26,30,32
30,31,36,29,29,27
40,27,40,40,35,26
23,31,23,31,29,32
34,36,37,32,29,31
26,27,34,28,31,19
29,30,36,17,22,20
29,30,25,39,33,31
37,24,30,35,34,29
23,19,25,29,29,24
36,35,27,28,19,21
31,27,32,29,28,21
23,37,27,24,34,22
27,29,41,30,32,32
27,31,29,31,31,23
37,36,30,33,40,22
20,25,37,35,28,31
35,28,28,27,36,20
26,27,31,24,29,32
34,29,32,23,41,16
34,33,33,36,30,20
27,20,39,26,25,24
33,34,30,35,27,17
32,28,37,30,22,27
22,28,40,26,33,25
37,29,37,26,32,29
25,22,34,30,34,21
32,32,30,27,33,21
25,29,33,41,36,22
26,34,32,27,35,23
33,38,20,18,29,38
24,26,29,30,30,26
33,36,30,32,31,24
29,31,31,28,24,20
32,31,40,37,30,31
37,28,23,40,32,23
34,35,37,40,30,24
35,26,39,32,26,27
32,38,27,41,31,26
27,31,32,23,41,22
27,30,23,28,30,29
36,31,34,36,32,19
24,34,34,26,38,19
29,28,26,32,29,24
33,37,26,34,34,18
32,32,30,39,19,14
25,35,29,28,35,19
33,32,29,28,28,23
34,28,26,37,31,26
32,29,39,34,28,31
24,32,34,33,31,23
38,15,40,39,20,28
31,30,41,35,38,39
25,34,39,19,27,34
34,29,22,35,16,31
34,23,32,43,30,13
34,26,33,35,36,22
30,32,29,23,26,20
29,32,26,33,33,27
23,38,34,27,29,20
27,40,26,34,31,19
36,26,23,29,22,25
30,35,32,23,28,25
28,30,25,31,30,19
29,34,27,21,31,20
21,29,27,19,26,17
30,20,30,25,22,20
33,33,39,35,27,32
33,31,39,26,34,21
16,26,34,27,38,19
36,32,31,39,30,21
24,33,42,28,32,27
30,30,28,27,32,28
35,26,36,37,30,24
28,28,26,32,32,26
30,28,32,37,26,19
37,32,29,34,36,25
30,30,36,33,32,26
27,35,38,32,28,23
28,33,34,33,38,16
31,30,26,30,39,11
30,37,32,34,33,16
34,31,23,34,30,31
40,23,34,32,20,28
33,25,29,25,29,24
22,33,31,31,35,30
28,27,36,28,26,19
30,28,35,34,20,26
28,34,30,28,34,25
30,29,36,28,24,19
30,27,27,27,30,25
31,30,26,30,23,17
28,28,30,24,28,24
31,23,25,27,30,23
33,23,30,36,15,30
35,29,25,35,35,25
31,32,37,37,30,27
30,36,33,22,34,19
32,36,27,26,35,26
27,23,33,35,28,26
26,28,37,27,30,27
27,28,32,35,34,23
33,42,34,34,34,11
26,29,30,24,26,15
27,27,36,25,34,19
39,30,28,45,37,26
30,34,31,37,33,19
35,34,32,35,37,21
32,31,34,30,38,23
32,33,35,37,22,21
30,23,39,22,29,29
29,31,36,29,32,20
33,22,34,40,26,20
28,24,38,26,26,17
33,26,33,27,39,20
38,30,33,40,40,24
33,28,23,36,36,21
25,37,23,24,39,28
34,31,30,32,30,19
42,27,40,32,26,28
33,30,27,30,21,29
34,26,29,34,31,23
26,31,26,39,37,19
38,34,30,19,31,27
26,26,22,27,36,25
33,17,33,37,21,25
29,33,28,30,29,22
30,33,29,29,23,28
30,33,31,24,32,23
43,29,29,39,37,19
30,31,30,29,25,16
29,24,26,23,28,25
29,26,30,23,31,25
36,26,40,36,30,28
36,28,26,35,19,18
28,31,25,26,24,26
27,31,28,32,23,22
37,30,30,35,34,22
27,29,26,22,36,18
35,28,31,42,34,25
30,26,25,33,29,28
35,30,24,38,32,15
35,30,25,22,31,21
31,26,29,28,30,28
32,36,37,28,32,23
39,25,36,29,25,18
39,36,33,43,32,21
21,35,32,28,31,21
28,39,36,21,44,32
32,26,29,38,29,31
18,27,31,40,23,24
34,32,38,31,28,28
26,31,30,23,34,21
31,29,31,31,31,23
23,30,24,27,34,24
32,25,29,41,39,19
28,29,30,25,33,20
36,33,34,32,27,20
30,19,37,19,21,28
28,23,42,26,33,45
31,20,29,31,28,23
22,31,41,25,36,32
25,31,38,27,19,30
36,29,19,37,29,34
24,37,37,28,37,28
38,31,40,39,33,24
30,30,29,34,46,23
25,29,32,24,33,24
31,41,35,39,33,24
35,20,27,36,25,29
29,30,29,31,30,18
30,28,30,27,28,19
28,31,26,30,31,27
34,33,35,37,36,25
30,31,42,35,24,32
26,35,30,29,37,11
27,28,30,26,24,24
35,26,37,27,24,22
33,36,26,31,35,21
31,25,36,24,28,18
33,32,33,36,30,19
36,25,35,40,36,29
24,32,36,38,30,20
33,33,38,30,46,21
29,23,21,31,32,30
24,35,36,23,33,21
32,34,35,39,37,20
30,36,33,29,38,22
29,25,35,29,32,24
30,34,34,36,37,27
27,32,31,25,33,22
34,24,29,34,26,18
31,35,29,32,33,20
32,27,33,37,31,22
27,29,31,29,29,19
27,38,36,27,33,19
33,31,37,38,26,33
29,26,30,36,29,25
28,28,33,32,32,26
34,24,40,33,25,30
34,29,26,28,23,21
30,32,35,29,35,28
30,29,25,29,25,31
32,34,27,33,27,17
28,24,31,25,29,24
32,30,29,35,26,18
26,36,40,25,31,30
32,31,32,26,22,25
29,34,21,34,30,25
28,34,36,33,23,21
28,27,32,32,32,10
32,29,33,29,35,22
27,30,30,31,28,12
30,32,30,29,30,22
30,23,33,28,26,18
30,34,24,33,34,28
35,32,33,24,46,28
37,31,38,34,29,29
41,26,26,36,22,25
27,25,38,26,36,22
39,32,27,28,30,22
28,37,28,29,35,29
31,25,36,32,31,33
23,41,30,11,32,21
34,34,16,31,28,50
34,23,39,18,28,21
22,35,38,36,35,22
35,23,36,38,29,20
26,31,26,27,31,17
28,35,28,28,29,18
